,Component,Waiting,Interpolation,Sending
2043900,0.231,0.000,0.002,0.000

2046600,0.233,0.023,0.002,0.000

2049300,0.228,0.000,0.002,0.000

2052000,0.463,0.028,0.001,0.000

2054700,0.226,0.000,0.002,0.000

2057400,0.234,0.027,0.002,0.000

2060100,0.236,0.000,0.002,0.000

2062800,0.397,0.017,0.002,0.000

2065500,0.225,0.000,0.002,0.000

2068200,0.227,0.034,0.002,0.000

2070900,0.225,0.006,0.002,0.000

2073600,0.527,0.022,0.001,0.000

2076300,0.225,0.000,0.002,0.000

2079000,0.229,0.030,0.001,0.000

2081700,0.225,0.000,0.002,0.000

2084400,0.395,0.030,0.002,0.000

2087100,0.226,0.000,0.002,0.000

2089800,0.228,0.025,0.002,0.000

2092500,0.293,0.070,0.002,0.000

2095200,0.465,0.004,0.001,0.000

2097900,0.226,0.000,0.002,0.000

2100600,0.235,0.029,0.004,0.000

2103300,0.234,0.000,0.004,0.000

2106000,0.400,0.024,0.005,0.000

2108700,0.230,0.000,0.001,0.000

2111400,0.230,0.023,0.002,0.000

2114100,0.227,0.000,0.001,0.000

2116800,0.525,0.025,0.001,0.000

2119500,0.227,0.000,0.002,0.000

2122200,0.234,0.029,0.002,0.000

2124900,0.228,0.000,0.002,0.000

2127600,0.398,0.031,0.002,0.000

2130300,0.233,0.000,0.002,0.000

2133000,0.235,0.021,0.005,0.000

2135700,0.233,0.000,0.001,0.000

2138400,0.466,0.019,0.001,0.000

2141100,0.231,0.000,0.002,0.000

2143800,0.242,0.034,0.003,0.000

2146500,0.230,0.012,0.002,0.000

2149200,0.397,0.012,0.001,0.000

2151900,0.232,0.000,0.002,0.000

2154600,0.230,0.026,0.005,0.000

2157300,0.229,0.000,0.002,0.000

2160000,0.545,0.029,0.001,0.000

2162700,0.231,0.000,0.002,0.000

2165400,0.238,0.024,0.002,0.000

2168100,0.255,0.000,0.084,0.000

2170800,0.469,0.023,0.002,0.000

2173500,0.229,0.000,0.002,0.000

2176200,0.235,0.027,0.002,0.000

2178900,0.228,0.000,0.002,0.000

2181600,0.463,0.027,0.001,0.000

2184300,0.232,0.000,0.001,0.000

2187000,0.235,0.021,0.002,0.000

2189700,0.230,0.000,0.002,0.000

2192400,0.404,0.025,0.001,0.000

2195100,0.235,0.000,0.002,0.000

2197800,0.232,0.020,0.003,0.000

2200500,0.230,0.000,0.002,0.000

2203200,0.472,0.027,0.001,0.000

2205900,0.229,0.000,0.002,0.000

2208600,0.232,0.040,0.005,0.000

2211300,0.231,0.001,0.002,0.000

2214000,0.397,0.023,0.002,0.000

2216700,0.230,0.000,0.008,0.000

2219400,0.239,0.022,0.002,0.000

2222100,0.238,0.000,0.002,0.000

2224800,0.510,0.030,0.001,0.000

2227500,0.233,0.000,0.002,0.000

2230200,0.237,0.022,0.001,0.000

2232900,0.231,0.000,0.002,0.000

2235600,0.403,0.026,0.002,0.000

2238300,0.230,0.000,0.002,0.000

2241000,0.236,0.023,0.002,0.000

2243700,0.232,0.000,0.002,0.000

2246400,0.480,0.025,0.001,0.000

2249100,0.230,0.000,0.002,0.000

2251800,0.234,0.030,0.001,0.000

2254500,0.228,0.000,0.002,0.000

2257200,0.403,0.032,0.002,0.000

2259900,0.229,0.000,0.002,0.000

2262600,0.233,0.030,0.002,0.000

2265300,0.231,0.001,0.002,0.000

2268000,0.462,0.024,0.001,0.000

2270700,0.232,0.000,0.002,0.000

2273400,0.240,0.028,0.001,0.000

2276100,0.231,0.000,0.002,0.000

2278800,0.407,0.034,0.006,0.000

2281500,0.227,0.000,0.003,0.000

2284200,0.232,0.029,0.002,0.000

2286900,0.229,0.000,0.002,0.000

2289600,0.521,0.028,0.002,0.000

2292300,0.229,0.000,0.002,0.000

2295000,0.303,0.080,0.002,0.000

2297700,0.229,0.002,0.002,0.000

2300400,0.415,0.037,0.002,0.000

2303100,0.230,0.000,0.002,0.000

2305800,0.234,0.032,0.002,0.000

2308500,0.230,0.008,0.002,0.000

2311200,0.472,0.018,0.001,0.000

2313900,0.231,0.000,0.002,0.000

2316600,0.240,0.031,0.002,0.000

2319300,0.233,0.000,0.002,0.000

2322000,0.410,0.028,0.002,0.000

2324700,0.233,0.000,0.002,0.000

2327400,0.234,0.025,0.004,0.000

2330100,0.227,0.000,0.002,0.000

2332800,0.520,0.035,0.001,0.000

2335500,0.227,0.000,0.002,0.000

2338200,0.233,0.040,0.002,0.000

2340900,0.228,0.003,0.002,0.000

2343600,0.417,0.033,0.002,0.000

2346300,0.228,0.000,0.002,0.000

2349000,0.231,0.036,0.002,0.000

2351700,0.228,0.007,0.002,0.000

2354400,0.512,0.027,0.001,0.000

2357100,0.230,0.000,0.002,0.000

2359800,0.238,0.037,0.002,0.000

2362500,0.231,0.000,0.002,0.000

2365200,0.402,0.035,0.002,0.000

2367900,0.235,0.000,0.002,0.000

2370600,0.239,0.034,0.002,0.000

2373300,0.234,0.000,0.002,0.000

2376000,0.465,0.041,0.001,0.000

2378700,0.235,0.000,0.002,0.000

2381400,0.237,0.030,0.002,0.000

2384100,0.234,0.002,0.002,0.000

2386800,0.406,0.026,0.002,0.000

2389500,0.230,0.000,0.003,0.000

2392200,0.236,0.040,0.002,0.000

2394900,0.232,0.003,0.002,0.000

2397600,0.473,0.034,0.001,0.000

2400300,0.231,0.000,0.002,0.000

2403000,0.235,0.035,0.005,0.000

2405700,0.230,0.002,0.002,0.000

2408400,0.405,0.029,0.002,0.000

2411100,0.226,0.000,0.002,0.000

2413800,0.229,0.040,0.001,0.000

2416500,0.228,0.009,0.002,0.000

2419200,0.464,0.027,0.001,0.000

2421900,0.226,0.000,0.002,0.000

2424600,0.232,0.037,0.002,0.000

2427300,0.229,0.009,0.002,0.000

2430000,0.402,0.027,0.002,0.000

2432700,0.257,0.000,0.087,0.000

2435400,0.284,0.044,0.002,0.000

2438100,0.228,0.013,0.002,0.000

2440800,0.514,0.022,0.001,0.000

2443500,0.227,0.000,0.002,0.000

2446200,0.229,0.039,0.002,0.000

2448900,0.229,0.013,0.002,0.000

2451600,0.400,0.020,0.005,0.000

2454300,0.246,0.000,0.070,0.000

2457000,0.230,0.000,0.002,0.000

2459700,0.227,0.034,0.001,0.000

2462400,0.463,0.016,0.001,0.000

2465100,0.232,0.000,0.002,0.000

2467800,0.234,0.033,0.002,0.000

2470500,0.233,0.008,0.002,0.000

2473200,0.406,0.033,0.002,0.000

2475900,0.232,0.000,0.002,0.000

2478600,0.234,0.035,0.003,0.000

2481300,0.230,0.003,0.002,0.000

2484000,0.469,0.033,0.001,0.000

2486700,0.231,0.000,0.002,0.000

2489400,0.233,0.036,0.002,0.000

2492100,0.230,0.009,0.002,0.000

2494800,0.398,0.021,0.002,0.000

2497500,0.231,0.000,0.002,0.000

2500200,0.234,0.037,0.005,0.000

2502900,0.226,0.007,0.001,0.000

2505600,0.523,0.032,0.006,0.000

2508300,0.230,0.000,0.002,0.000

2511000,0.230,0.037,0.002,0.000

2513700,0.230,0.010,0.002,0.000

2516400,0.400,0.022,0.005,0.000

2519100,0.229,0.000,0.002,0.000

2521800,0.237,0.064,0.002,0.000

2524500,0.228,0.010,0.002,0.000

2527200,0.508,0.027,0.001,0.000

2529900,0.232,0.000,0.002,0.000

2532600,0.236,0.038,0.002,0.000

2535300,0.241,0.006,0.001,0.000

2538000,0.400,0.015,0.002,0.000

2540700,0.229,0.000,0.002,0.000

2543400,0.235,0.039,0.002,0.000

2546100,0.228,0.017,0.002,0.000

2548800,0.463,0.017,0.001,0.000

2551500,0.232,0.000,0.002,0.000

2554200,0.236,0.038,0.003,0.000

2556900,0.232,0.004,0.001,0.000

2559600,0.400,0.033,0.002,0.000

2562300,0.238,0.000,0.002,0.000

2565000,0.235,0.029,0.005,0.000

2567700,0.233,0.007,0.002,0.000

2570400,0.539,0.029,0.003,0.000

2573100,0.233,0.000,0.002,0.000

2575800,0.235,0.037,0.002,0.000

2578500,0.229,0.009,0.002,0.000

2581200,0.398,0.035,0.005,0.000

2583900,0.230,0.000,0.004,0.000

2586600,0.245,0.038,0.004,0.000

2589300,0.228,0.000,0.002,0.000

2592000,0.473,0.044,0.001,0.000

2594700,0.228,0.000,0.002,0.000

2597400,0.231,0.044,0.002,0.000

2600100,0.253,0.012,0.002,0.000

2602800,0.414,0.001,0.002,0.000

2605500,0.228,0.000,0.002,0.000

2608200,0.233,0.039,0.001,0.000

2610900,0.228,0.015,0.045,0.000

2613600,0.463,0.013,0.001,0.000

2616300,0.231,0.000,0.002,0.000

2619000,0.229,0.068,0.002,0.000

2621700,0.227,0.014,0.002,0.000

2624400,0.394,0.024,0.002,0.000

2627100,0.228,0.000,0.002,0.000

2629800,0.232,0.039,0.004,0.000

2632500,0.227,0.012,0.002,0.000

2635200,0.462,0.023,0.001,0.000

2637900,0.228,0.000,0.002,0.000

2640600,0.234,0.040,0.002,0.000

2643300,0.228,0.010,0.002,0.000

2646000,0.397,0.025,0.002,0.000

2648700,0.229,0.000,0.002,0.000

2651400,0.231,0.049,0.002,0.000

2654100,0.228,0.018,0.002,0.000

2656800,0.502,0.025,0.001,0.000

2659500,0.226,0.000,0.002,0.000

2662200,0.228,0.040,0.002,0.000

2664900,0.227,0.018,0.005,0.000

2667600,0.463,0.017,0.002,0.000

2670300,0.225,0.000,0.002,0.000

2673000,0.229,0.078,0.002,0.000

2675700,4.417,0.025,0.002,0.000

2678400,1.160,0.000,0.001,0.000

2681100,0.225,0.000,0.002,0.000

2683800,0.229,0.050,0.001,0.000

2686500,0.232,0.021,0.001,0.000

2689200,0.397,0.016,0.002,0.000

2691900,0.232,0.000,0.002,0.000

2694600,0.231,0.054,0.002,0.000

2697300,0.228,0.021,0.002,0.000

2700000,0.467,0.020,0.001,0.000

2702700,0.226,0.000,0.002,0.000

2705400,0.242,0.046,0.002,0.000

2708100,0.228,0.017,0.001,0.000

2710800,0.395,0.020,0.002,0.000

2713500,0.223,0.000,0.002,0.000

2716200,0.227,0.047,0.002,0.000

2718900,0.225,0.021,0.001,0.000

2721600,0.464,0.023,0.001,0.000

2724300,0.223,0.000,0.002,0.000

2727000,0.229,0.054,0.002,0.000

2729700,0.230,0.021,0.002,0.000

2732400,0.406,0.019,0.002,0.000

2735100,0.228,0.000,0.002,0.000

2737800,0.230,0.046,0.002,0.000

2740500,0.228,0.019,0.002,0.000

2743200,0.460,0.017,0.001,0.000

2745900,0.227,0.000,0.002,0.000

2748600,0.228,0.048,0.002,0.000

2751300,0.224,0.018,0.002,0.000

2754000,0.393,0.028,0.005,0.000

2756700,0.224,0.000,0.001,0.000

2759400,0.228,0.048,0.001,0.000

2762100,0.224,0.025,0.002,0.000

2764800,0.579,0.024,0.001,0.000

2767500,0.227,0.000,0.002,0.000

2770200,0.231,0.048,0.002,0.000

2772900,0.231,0.019,0.002,0.000

2775600,0.396,0.021,0.004,0.000

2778300,0.224,0.000,0.002,0.000

2781000,0.228,0.050,0.002,0.000

2783700,0.232,0.031,0.001,0.000

2786400,0.464,0.015,0.001,0.000

2789100,0.226,0.000,0.002,0.000

2791800,0.234,0.057,0.001,0.000

2794500,0.227,0.013,0.004,0.000

2797200,0.394,0.028,0.002,0.000

2799900,0.224,0.000,0.002,0.000

2802600,0.230,0.049,0.126,0.000

2805300,0.224,0.000,0.002,0.000

2808000,0.458,0.051,0.003,0.000

2810700,0.231,0.000,0.002,0.000

2813400,0.234,0.047,0.002,0.000

2816100,0.230,0.017,0.002,0.000

2818800,0.398,0.027,0.002,0.000

2821500,0.228,0.000,0.002,0.000

2824200,0.232,0.050,0.002,0.000

2826900,0.237,0.020,0.002,0.000

2829600,0.523,0.011,0.001,0.000

2832300,0.226,0.000,0.002,0.000

2835000,0.424,0.133,0.002,0.000

2837700,0.227,0.025,0.002,0.000

2840400,0.396,0.025,0.001,0.000

2843100,0.225,0.000,0.001,0.000

2845800,0.228,0.058,0.002,0.000

2848500,0.225,0.028,0.002,0.000

2851200,0.473,0.038,0.001,0.000

2853900,0.224,0.000,0.002,0.000

2856600,0.231,0.059,0.005,0.000

2859300,0.226,0.022,0.002,0.000

2862000,0.391,0.030,0.002,0.000

2864700,0.223,0.000,0.001,0.000

2867400,0.227,0.064,0.002,0.000

2870100,0.224,0.027,0.002,0.000

2872800,0.458,0.034,0.001,0.000

2875500,0.225,0.000,0.002,0.000

2878200,0.228,0.055,0.002,0.000

2880900,0.227,0.027,0.002,0.000

2883600,0.395,0.027,0.002,0.000

2886300,0.223,0.000,0.002,0.000

2889000,0.228,0.059,0.002,0.000

2891700,0.229,0.026,0.001,0.000

2894400,0.557,0.025,0.004,0.000

2897100,0.227,0.000,0.002,0.000

2899800,0.235,0.054,0.001,0.000

2902500,0.234,0.021,0.001,0.000

2905200,0.401,0.021,0.002,0.000

2907900,0.236,0.000,0.002,0.000

2910600,0.235,0.044,0.001,0.000

2913300,0.395,0.021,0.013,0.000

2916000,0.466,0.014,0.001,0.000

2918700,0.226,0.000,0.002,0.000

2921400,0.228,0.054,0.002,0.000

2924100,0.225,0.027,0.006,0.000

2926800,0.395,0.026,0.001,0.000

2929500,0.228,0.000,0.002,0.000

2932200,0.230,0.054,0.001,0.000

2934900,0.588,0.025,0.002,0.000

2937600,0.481,0.000,0.001,0.000

2940300,0.228,0.000,0.002,0.000

2943000,0.226,0.054,0.002,0.000

2945700,0.228,0.032,0.005,0.000

2948400,0.395,0.034,0.002,0.000

2951100,0.224,0.000,0.002,0.000

2953800,0.227,0.056,0.002,0.000

2956500,0.224,0.024,0.002,0.000

2959200,0.456,0.039,0.001,0.000

2961900,0.224,0.000,0.001,0.000

2964600,0.227,0.052,0.005,0.000

2967300,0.232,0.027,0.002,0.000

2970000,0.394,0.022,0.002,0.000

2972700,0.224,0.000,0.002,0.000

2975400,0.228,0.054,0.002,0.000

2978100,0.224,0.028,0.002,0.000

2980800,0.551,0.027,0.001,0.000

2983500,0.230,0.000,0.002,0.000

2986200,0.234,0.050,0.002,0.000

2988900,0.231,0.020,0.002,0.000

2991600,0.403,0.022,0.002,0.000

2994300,0.231,0.000,0.002,0.000

2997000,0.234,0.072,0.002,0.000

2999700,0.230,0.019,0.088,0.000

3002400,0.468,0.000,0.001,0.000

3005100,0.229,0.000,0.002,0.000

3007800,0.233,0.049,0.005,0.000

3010500,0.229,0.020,0.002,0.000

3013200,0.391,0.026,0.002,0.000

3015900,0.224,0.000,0.001,0.000

3018600,0.239,0.061,0.002,0.000

3021300,0.224,0.017,0.002,0.000

3024000,0.465,0.035,0.001,0.000

3026700,0.234,0.000,0.002,0.000

3029400,0.227,0.047,0.002,0.000

3032100,0.224,0.026,0.002,0.000

3034800,0.394,0.029,0.002,0.000

3037500,0.225,0.000,0.002,0.000

3040200,0.230,0.049,0.002,0.000

3042900,0.229,0.026,0.002,0.000

3045600,0.534,0.038,0.001,0.000

3048300,0.225,0.000,0.002,0.000

3051000,0.228,0.054,0.002,0.000

3053700,0.311,0.026,0.006,0.000

3056400,0.401,0.000,0.001,0.000

3059100,0.224,0.000,0.002,0.000

3061800,0.228,0.057,0.002,0.000

3064500,0.229,0.026,0.002,0.000

3067200,0.468,0.027,0.001,0.000

3069900,0.230,0.000,0.005,0.000

3072600,0.258,0.051,0.002,0.000

3075300,0.230,0.000,0.002,0.000

3078000,0.397,0.051,0.001,0.000

3080700,0.230,0.000,0.002,0.000

3083400,0.233,0.050,0.002,0.000

3086100,0.229,0.028,0.002,0.000

3088800,0.464,0.029,0.004,0.000

3091500,0.227,0.000,0.005,0.000

3094200,0.233,0.050,0.002,0.000

3096900,0.226,0.021,0.002,0.000

3099600,0.396,0.028,0.002,0.000

3102300,0.226,0.000,0.002,0.000

3105000,0.227,0.057,0.002,0.000

3107700,0.224,0.028,0.002,0.000

3110400,0.571,0.031,0.008,0.000

3113100,0.224,0.000,0.002,0.000

3115800,0.227,0.059,0.002,0.000

3118500,0.223,0.029,0.001,0.000

3121200,0.395,0.035,0.001,0.000

3123900,0.224,0.000,0.006,0.000

3126600,0.228,0.057,0.002,0.000

3129300,0.230,0.029,0.002,0.000

3132000,0.467,0.026,0.001,0.000

3134700,0.226,0.000,0.002,0.000

3137400,0.229,0.056,0.002,0.000

3140100,0.226,0.027,0.005,0.000

3142800,0.396,0.032,0.002,0.000

3145500,0.226,0.000,0.002,0.000

3148200,0.227,0.061,0.002,0.000

3150900,0.225,0.030,0.003,0.000

3153600,0.468,0.033,0.001,0.000

3156300,0.229,0.000,0.002,0.000

3159000,0.235,0.051,0.002,0.000

3161700,0.379,0.065,0.002,0.000

3164400,0.536,0.029,0.061,0.000

3167100,0.229,0.000,0.002,0.000

3169800,0.231,0.053,0.002,0.000

3172500,0.227,0.040,0.002,0.000

3175200,0.463,0.027,0.001,0.000

3177900,0.226,0.000,0.002,0.000

3180600,0.229,0.058,0.002,0.000

3183300,0.227,0.023,0.002,0.000

3186000,0.399,0.029,0.002,0.000

3188700,0.228,0.000,0.002,0.000

3191400,0.228,0.051,0.002,0.000

3194100,0.228,0.030,0.002,0.000

3196800,0.562,0.028,0.001,0.000

3199500,0.225,0.000,0.002,0.000

3202200,0.228,0.067,0.002,0.000

3204900,0.224,0.046,0.002,0.000

3207600,0.394,0.040,0.002,0.000

3210300,0.224,0.000,0.008,0.000

3213000,0.227,0.057,0.002,0.000

3215700,0.226,0.033,0.002,0.000

3218400,0.466,0.047,0.001,0.000

3221100,0.228,0.000,0.002,0.000

3223800,0.230,0.056,0.002,0.000

3226500,0.226,0.029,0.002,0.000

3229200,0.395,0.032,0.001,0.000

3231900,0.226,0.000,0.002,0.000

3234600,0.228,0.060,0.002,0.000

3237300,0.224,0.031,0.001,0.000

3240000,0.489,0.036,0.001,0.000

3242700,0.226,0.000,0.002,0.000

3245400,0.230,0.059,0.002,0.000

3248100,0.232,0.029,0.002,0.000

3250800,0.409,0.028,0.002,0.000

3253500,0.229,0.000,0.005,0.000

3256200,0.230,0.053,0.002,0.000

3258900,0.227,0.030,0.001,0.000

3261600,0.506,0.033,0.001,0.000

3264300,0.228,0.000,0.001,0.000

3267000,0.234,0.057,0.002,0.000

3269700,0.228,0.025,0.002,0.000

3272400,0.399,0.031,0.002,0.000

3275100,0.227,0.000,0.002,0.000

3277800,0.227,0.058,0.002,0.000

3280500,0.225,0.032,0.002,0.000

3283200,0.470,0.035,0.001,0.000

3285900,0.225,0.000,0.001,0.000

3288600,0.234,0.062,0.002,0.000

3291300,0.228,0.035,0.002,0.000

3294000,0.396,0.032,0.005,0.000

3296700,0.227,0.000,0.002,0.000

3299400,0.230,0.061,0.002,0.000

3302100,0.233,0.032,0.002,0.000

3304800,0.467,0.028,0.001,0.000

3307500,0.226,0.000,0.002,0.000

3310200,0.233,0.060,0.002,0.000

3312900,0.227,0.030,0.002,0.000

3315600,0.395,0.034,0.002,0.000

3318300,0.229,0.000,0.002,0.000

3321000,0.228,0.061,0.002,0.000

3323700,0.227,0.034,0.001,0.000

3326400,0.575,0.037,0.001,0.000

3329100,0.228,0.000,0.005,0.000

3331800,0.232,0.056,0.002,0.000

3334500,0.231,0.029,0.002,0.000

3337200,0.402,0.032,0.002,0.000

3339900,0.233,0.000,0.002,0.000

3342600,0.235,0.054,0.002,0.000

3345300,0.230,0.023,0.002,0.000

3348000,0.472,0.031,0.001,0.000

3350700,0.227,0.000,0.002,0.000

3353400,0.230,0.056,0.002,0.000

3356100,0.228,0.032,0.008,0.000

3358800,0.402,0.033,0.002,0.000

3361500,0.228,0.000,0.001,0.000

3364200,0.230,0.066,0.002,0.000

3366900,0.227,0.033,0.002,0.000

3369600,0.467,0.037,0.001,0.000

3372300,0.225,0.000,0.002,0.000

3375000,0.229,0.067,0.002,0.000

3377700,0.232,0.031,0.002,0.000

3380400,0.396,0.034,0.002,0.000

3383100,0.228,0.000,0.004,0.000

3385800,0.231,0.057,0.002,0.000

3388500,0.227,0.029,0.002,0.000

3391200,0.463,0.036,0.001,0.000

3393900,0.228,0.000,0.002,0.000

3396600,0.229,0.057,0.002,0.000

3399300,0.226,0.034,0.004,0.000

3402000,0.396,0.037,0.002,0.000

3404700,0.225,0.000,0.002,0.000

3407400,0.228,0.066,0.002,0.000

3410100,0.229,0.037,0.002,0.000

3412800,0.513,0.035,0.001,0.000

3415500,0.226,0.000,0.007,0.000

3418200,0.236,0.061,0.005,0.000

3420900,0.402,0.021,0.002,0.000

3423600,0.407,0.034,0.002,0.000

3426300,0.234,0.000,0.002,0.000

3429000,0.234,0.055,0.002,0.000

3431700,0.229,0.031,0.002,0.000

3434400,0.472,0.037,0.001,0.000

3437100,0.229,0.000,0.002,0.000

3439800,0.238,0.065,0.002,0.000

3442500,0.226,0.057,0.002,0.000

3445200,0.397,0.037,0.002,0.000

3447900,0.228,0.000,0.002,0.000

3450600,0.235,0.065,0.002,0.000

3453300,0.225,0.027,0.002,0.000

3456000,0.479,0.044,0.001,0.000

3458700,0.225,0.000,0.002,0.000

3461400,0.229,0.066,0.002,0.000

3464100,0.229,0.040,0.002,0.000

3466800,0.397,0.042,0.002,0.000

3469500,0.228,0.000,0.001,0.000

3472200,0.231,0.069,0.001,0.000

3474900,0.227,0.038,0.002,0.000

3477600,0.521,0.043,0.001,0.000

3480300,0.225,0.000,0.002,0.000

3483000,0.229,0.070,0.002,0.000

3485700,0.227,0.041,0.003,0.000

3488400,0.398,0.039,0.002,0.000

3491100,0.226,0.000,0.001,0.000

3493800,0.228,0.071,0.004,0.000

3496500,0.225,0.036,0.002,0.000

3499200,0.470,0.045,0.005,0.000

3501900,0.229,0.000,0.002,0.000

3504600,0.233,0.096,0.002,0.000

3507300,0.234,0.038,0.002,0.000

3510000,0.407,0.038,0.002,0.000

3512700,0.235,0.000,0.002,0.000

3515400,0.251,0.063,0.002,0.000

3518100,0.231,0.024,0.002,0.000

3520800,0.515,0.037,0.001,0.000

3523500,0.228,0.000,0.002,0.000

3526200,0.232,0.072,0.002,0.000

3528900,0.225,0.037,0.002,0.000

3531600,0.399,0.047,0.002,0.000

3534300,0.225,0.000,0.005,0.000

3537000,0.231,0.065,0.002,0.000

3539700,0.224,0.039,0.002,0.000

3542400,0.519,0.043,0.001,0.000

3545100,0.225,0.000,0.002,0.000

3547800,0.231,0.070,0.002,0.000

3550500,0.226,0.044,0.002,0.000

3553200,0.395,0.041,0.002,0.000

3555900,0.227,0.000,0.002,0.000

3558600,0.228,0.066,0.065,0.000

3561300,0.380,0.078,0.002,0.000

3564000,0.493,0.045,0.001,0.000

3566700,0.228,0.000,0.001,0.000

3569400,0.229,0.068,0.002,0.000

3572100,0.226,0.039,0.002,0.000

3574800,0.419,0.043,0.001,0.000

3577500,0.226,0.000,0.003,0.000

3580200,0.231,0.065,0.004,0.000

3582900,0.228,0.035,0.002,0.000

3585600,0.471,0.036,0.001,0.000

3588300,0.225,0.000,0.002,0.000

3591000,0.231,0.071,0.002,0.000

3593700,0.231,0.033,0.002,0.000

3596400,0.404,0.067,0.002,0.000

3599100,0.231,0.000,0.002,0.000

3601800,0.236,0.059,0.002,0.000

3604500,0.229,0.032,0.002,0.000

3607200,0.637,0.040,0.001,0.000

3609900,0.229,0.000,0.001,0.000

3612600,0.232,0.064,0.002,0.000

3615300,0.228,0.036,0.002,0.000

3618000,0.399,0.038,0.002,0.000

3620700,0.232,0.000,0.001,0.000

3623400,0.230,0.067,0.002,0.000

3626100,0.226,0.039,0.002,0.000

3628800,0.478,0.047,0.001,0.000

3631500,0.224,0.000,0.002,0.000

3634200,0.226,0.069,0.002,0.000

3636900,0.224,0.043,0.002,0.000

3639600,0.399,0.045,0.002,0.000

3642300,0.243,0.000,0.002,0.000

3645000,0.226,0.064,0.002,0.000

3647700,0.227,0.050,0.002,0.000

3650400,0.470,0.044,0.004,0.000

3653100,0.227,0.000,0.002,0.000

3655800,0.227,0.070,0.002,0.000

3658500,0.225,0.041,0.005,0.000

3661200,0.399,0.040,0.003,0.000

3663900,0.234,0.000,0.002,0.000

3666600,0.332,0.060,0.094,0.000

3669300,0.244,0.011,0.002,0.000

3672000,0.464,0.041,0.001,0.000

3674700,0.225,0.000,0.002,0.000

3677400,0.230,0.072,0.002,0.000

3680100,0.230,0.037,0.024,0.000

3682800,0.406,0.015,0.002,0.000

3685500,0.230,0.000,0.002,0.000

3688200,0.240,0.063,0.002,0.000

3690900,0.229,0.037,0.002,0.000

3693600,1.006,0.039,0.001,0.000

3696300,0.226,0.000,0.002,0.000

3699000,0.229,0.072,0.002,0.000

3701700,0.226,0.053,0.002,0.000

3704400,0.400,0.047,0.001,0.000

3707100,0.229,0.000,0.007,0.000

3709800,0.234,0.061,0.005,0.000

3712500,0.227,0.027,0.002,0.000

3715200,0.469,0.053,0.002,0.000

3717900,0.226,0.000,0.002,0.000

3720600,0.234,0.065,0.002,0.000

3723300,0.226,0.035,0.002,0.000

3726000,0.401,0.040,0.002,0.000

3728700,0.226,0.000,0.002,0.000

3731400,0.231,0.069,0.002,0.000

3734100,0.228,0.037,0.001,0.000

3736800,0.511,0.042,0.001,0.000

3739500,0.227,0.000,0.002,0.000

3742200,0.230,0.067,0.002,0.000

3744900,0.227,0.038,0.002,0.000

3747600,0.401,0.038,0.002,0.000

3750300,0.228,0.000,0.008,0.000

3753000,0.229,0.060,0.005,0.000

3755700,0.225,0.033,0.002,0.000

3758400,0.504,0.044,0.001,0.000

3761100,0.230,0.000,0.002,0.000

3763800,0.233,0.067,0.005,0.000

3766500,0.232,0.033,0.002,0.000

3769200,0.397,0.039,0.005,0.000

3771900,0.231,0.000,0.002,0.000

3774600,0.230,0.061,0.002,0.000

3777300,0.227,0.038,0.002,0.000

3780000,0.469,0.038,0.001,0.000

3782700,0.225,0.000,0.005,0.000

3785400,0.228,0.073,0.002,0.000

3788100,0.224,0.038,0.002,0.000

3790800,0.397,0.045,0.002,0.000

3793500,0.228,0.000,0.002,0.000

3796200,0.228,0.065,0.002,0.000

3798900,0.228,0.041,0.002,0.000

3801600,0.471,0.039,0.001,0.000

3804300,0.228,0.000,0.006,0.000

3807000,0.230,0.063,0.002,0.000

3809700,0.229,0.038,0.008,0.000

3812400,0.400,0.035,0.002,0.000

3815100,0.227,0.000,0.002,0.000

3817800,0.231,0.068,0.005,0.000

3820500,0.228,0.037,0.002,0.000

3823200,0.516,0.040,0.003,0.000

3825900,0.228,0.000,0.002,0.000

3828600,0.230,0.066,0.002,0.000

3831300,0.226,0.036,0.002,0.000

3834000,0.399,0.042,0.002,0.000

3836700,0.225,0.000,0.002,0.000

